id,title,artist,duration,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
197,Piano 2,Ed Askew,1:08,660984.0,0.2737574,0.08886982,0.045621414,0.0014179038,1144.785774310593,205868.14801116675,1369.4374215555915,109463.24044555819,2189.4814158113863,989372.1995505354,0.05414815913051898,0.0008409850423852027,1.0808849e-05,0.0029077672,-2.5453472e-05,0.0001638601,117.45383522727273,-296.29062,8722.761,126.969475,624.27167,-11.064433,861.53845,17.68693,318.05798,-0.58984524,262.3175,-4.7996483,108.57957,-7.6959186,173.82832,-6.3026166,104.50943,-10.073537,74.85675,-7.5063615,49.255188,-7.795642,48.707005,-7.6173387,60.331512,-5.711172,71.92887,-7.7710705,78.98399,-12.370874,94.55617,-6.6063356,59.990776,-7.4040427,72.68532,-7.601866,84.33262,-5.109482,60.748184,-3.7037203,66.60005
200,Baby Come Home,Ed Askew,3:14,660984.0,0.35538825,0.08184596,0.12094606,0.004503318,1924.480938488931,528763.9767461899,1935.4323114235106,108284.2614327795,3847.104390068261,1268333.851056879,0.09771827798218435,0.003622283161108955,1.3308234e-06,0.010296346,-1.0893792e-05,0.0034969186,99.38401442307692,-122.239105,2869.9746,102.798645,754.50275,-30.519062,294.68277,40.598385,235.29652,-10.096221,89.00874,1.3887019,87.79436,-12.195565,77.94706,-3.1050856,63.14818,-10.733684,57.552807,-6.6995955,43.635204,-16.562449,89.29615,-8.268118,73.2625,-7.1777644,35.54039,-11.390204,41.65516,-8.26689,40.799046,-4.742047,45.603207,-6.9708076,50.035717,-8.235043,35.99857,-12.831157,49.37722,-9.338757,36.77135
203,Song For R,Ed Askew,3:15,660984.0,0.1893908,0.084818795,0.087718405,0.0015862082,1353.3733698617152,280273.8243207608,1728.0954885440608,208949.0280297037,2458.713172776675,1915890.5294008066,0.052588760529628194,0.00029041971851972374,2.5537133e-06,0.0074788937,1.7016084e-05,0.00072952604,123.046875,-267.04865,5900.4785,123.49707,679.90027,2.1895213,243.47894,12.940072,178.12228,-19.17814,104.562454,-17.803226,124.488396,-21.062416,105.53459,-14.292017,95.26691,-23.150373,103.306984,-13.284433,88.360794,-18.255936,111.80633,-13.553189,92.11889,-2.6895459,136.24371,2.8831105,170.1492,2.6591082,155.77786,2.7650309,199.68597,-1.6906589,123.04265,-2.1168797,100.297676,-0.32503986,98.50421,1.9021126,147.07442
204,My Dream,Ed Askew,5:24,660984.0,0.266793,0.08895272,0.11723078,0.0018298299,1774.395640257549,1015288.3936166121,1950.8216298016835,236047.8152261658,3325.495486329638,3088298.292311728,0.08078123487122386,0.005513153566970419,-3.9600203e-05,0.011147043,-0.00015738094,0.001964801,107.666015625,-163.85045,4988.546,121.32117,1552.1909,-15.035816,509.77502,17.012907,246.07092,7.450287,228.9093,0.2113299,113.66936,-14.127112,132.75092,-9.380689,74.748856,-15.681948,85.26994,-5.3793283,103.57262,-15.067232,88.47911,-2.6740525,65.32751,-12.930341,80.410034,-7.6121974,59.543663,-2.2033646,85.13631,-9.387194,119.781204,0.026266273,79.23452,1.7912579,77.01478,0.20388749,107.13928,-0.48879668,83.35906
207,Piano 3,Ed Askew,1:36,660984.0,0.20835152,0.088169135,0.04766922,0.0025819694,1248.1287998625505,347707.35182072234,1483.8379864984813,294780.1485214914,2241.187790472502,2134746.161407284,0.06119741237412858,0.0010877173493699618,6.3907885e-07,0.0039616656,-1.2315157e-05,0.00030491094,123.046875,-371.1178,13355.3,101.04062,2140.758,1.8138729,747.7864,10.012371,350.96964,-7.3179154,244.58298,-8.986127,116.711075,-9.462765,146.19144,-5.6864038,93.07312,-7.5160303,108.37907,-3.4086487,74.45591,-2.350235,108.44571,-4.050117,144.5024,-4.0954385,103.998924,-5.412487,114.38181,-7.041995,195.88661,-4.963989,169.33821,-5.4061666,145.51595,-5.938798,207.26436,-8.307677,219.506,-4.8055573,195.22128
210,In the French Court,Ed Askew,3:04,661500.0,0.32113877,0.08596945,0.146525,0.006899265,1828.71589308928,192947.96139810028,1983.9045882987705,76153.15526322006,3574.64505127709,905053.6989395578,0.08509963658571981,0.0008580708192871058,-1.328641e-06,0.019796966,-3.9611874e-05,0.0027949803,95.703125,-104.014175,1847.2106,109.030426,420.5118,-30.94307,162.2011,18.303734,149.27013,-5.6255307,92.098076,-0.9494075,65.483925,-13.324255,106.32532,-0.6012824,56.879704,-17.136951,65.08455,-6.014093,74.2816,-15.056739,65.43957,-1.7633219,57.282986,-10.486443,54.443123,-12.853195,49.429348,-10.182123,74.15382,-8.3199835,41.101112,-4.691264,36.684555,-1.6564344,41.9507,-10.300884,49.087017,-3.2893932,70.83607
211,In America,Ed Askew,4:07,660984.0,0.29655227,0.08499599,0.13830388,0.0040135668,1599.653521635096,185892.26672053654,1749.0304773769014,120004.87942368441,3102.5242552103505,749981.4079696615,0.07871766980538343,0.0006028778500519729,-1.9193176e-05,0.014735546,2.4581252e-05,0.0033194367,99.38401442307692,-129.22343,3270.498,126.04661,447.78046,-34.685173,249.10825,22.836716,169.41951,-13.058367,134.73424,-5.2468815,87.53925,-15.887997,81.02456,-10.438819,69.372116,-21.008017,105.62444,-11.184243,75.30404,-14.309571,58.20299,-7.139994,46.227444,-8.3961935,81.15884,-10.066375,64.13991,-5.1738963,81.668304,-6.7790685,90.35823,-6.8226833,59.915157,-2.8598454,50.61481,-4.018018,74.43515,-3.2803104,41.558044
212,When I Arive,Ed Askew,3:50,660984.0,0.33305547,0.081765406,0.11120503,0.0017785572,2363.470066049646,817302.392156617,2662.037737071766,400388.7135484787,5369.948860954444,5046590.270813111,0.10720591172056546,0.0036428867525528643,2.044842e-05,0.008103082,0.0008013294,0.0022804746,99.38401442307692,-110.08956,2618.208,102.70383,859.0139,11.440732,483.69617,15.54841,243.72586,12.660969,217.602,2.7369697,91.53577,-0.52157784,87.111916,1.5250211,63.195175,-9.223904,76.27106,-0.80644196,62.39951,-4.0449924,42.999283,2.2374413,41.654194,-1.9679805,63.609272,-0.5533871,44.923557,1.0419599,52.967262,2.1601715,54.24512,-1.3116047,48.783283,3.4601626,42.42562,1.3094821,54.96135,2.5391243,43.64192
213,Boute,Au,4:07,660984.0,0.281873,0.08759051,0.06825069,0.0014537281,1136.2328925889535,401434.90762413794,1457.0314030534435,415168.8809879549,2123.564127856313,2289424.577656876,0.054122440211076685,0.0007000503347573983,8.251257e-07,0.005109956,1.0422503e-05,0.00025348598,143.5546875,-263.86493,5375.2104,160.12862,1388.5105,0.7556215,521.0904,14.809482,232.19513,12.257748,87.5307,-9.2004,105.16808,-10.5426,51.733067,0.71701795,110.94205,-7.9933825,77.22131,-9.541598,64.22342,-11.443538,67.271065,-5.594189,47.772606,-4.268339,44.245415,-11.351195,62.49159,-18.306717,54.806908,-2.7871609,35.858433,-4.6834364,41.926205,1.1797622,56.6943,4.6141944,71.16999,-3.766161,61.00023
255,We Want to be Old,Bird Names,3:02,660984.0,0.38839653,0.084384106,0.14342418,0.0019840002,1258.3907289289757,178623.46574634674,1527.6013838409187,172648.20824013092,2341.873445518251,1226723.828015637,0.060283256075716496,0.00036466014479128513,2.8407987e-06,0.012041056,1.5043721e-06,0.0037956804,123.046875,-136.94379,4804.501,163.62389,1258.5713,-20.820158,554.25446,17.844912,128.75978,-10.696928,94.03478,12.296598,45.887604,-9.265617,58.108097,-0.5809152,46.697712,-7.8893657,95.14828,-1.8518946,40.630234,-2.6745234,39.201134,-2.8914828,47.841118,-4.5698805,50.25084,-0.8949961,40.913654,-4.6731653,43.046356,-1.4173243,47.554596,-7.4989305,40.76648,-2.9604995,44.230637,-8.6432,38.468292,-3.181238,32.217674
256,Toggle,Black Elk,3:22,660984.0,0.55063957,0.060097408,0.28753448,0.0013695873,2203.5724914396515,107106.35893571797,2157.573885215509,68598.29531785772,4255.876640715773,636372.0060878365,0.11583044878001549,0.0005783610125378581,0.00011244361,0.035569705,0.0030086152,0.016355917,123.046875,30.16675,392.02347,99.97401,202.16034,-33.62477,151.9009,34.160206,97.2365,3.0558817,68.72131,4.2499495,43.56722,-1.8410554,70.31948,8.919968,36.48221,2.1589735,27.949446,3.1804795,39.23222,-0.38453388,39.326897,4.8259063,26.49497,1.9590173,27.192354,2.7431595,24.0753,-1.7034053,24.474173,-0.11632871,25.965082,-7.1674027,21.283024,-1.6818973,24.275038,-3.8721452,17.73151,-1.6084869,29.579607
368,Vampires,Blah Blah Blah,4:40,660984.0,0.36262226,0.093156576,0.07582953,0.00057378,1532.067674906998,749315.4888256857,2344.94790282241,277186.11960994004,3206.9794717636523,5540493.752635582,0.04678120158791634,0.004639759322160406,5.43469e-06,0.004762112,3.3796662e-06,0.0005613779,135.99917763157896,-255.66339,3349.5515,116.204735,1574.6787,46.256474,1155.1582,17.72557,311.12262,21.096647,131.4571,20.032396,111.95188,-1.424917,110.60772,13.121796,45.678127,0.33295,48.66833,2.494069,48.0534,2.8518484,40.397095,8.9104805,42.67144,-1.6284057,35.531322,3.855723,42.881256,-3.1206563,39.78395,-0.2524155,30.025501,-5.3375096,28.37304,-0.33781427,33.31843,-6.357704,34.890537,-1.3938981,39.208855
424,The Ambient Honky,Brian Joseph Davis,1:16,660984.0,0.36251745,0.08299414,0.13372275,0.0032086277,1854.4059261474144,22493.531097061994,1640.863248630401,21032.37894629799,3411.3864464320295,112270.75664171565,0.12031915666150271,0.0003622040131887971,-3.6023485e-07,0.011620952,4.2590534e-07,0.0028962104,117.45383522727273,-102.96212,1957.075,124.527824,110.93928,-57.432648,219.89223,46.524105,237.12468,-21.059536,146.12202,-1.9720209,48.869423,-20.888878,157.24982,-5.9944067,107.71543,-21.261936,128.11308,-4.665813,100.063515,-3.9999402,91.925896,-0.56266356,31.759119,-14.013785,42.43494,1.3957133,44.214573,-5.650707,43.13223,-7.7997093,42.558643,-9.101724,41.91262,-5.5008683,43.0483,-9.778824,39.68981,-1.4248502,77.29807
459,Machines and Muscles,CAVE,5:01,661500.0,0.4405302,0.06982925,0.3687992,0.0020877407,1959.664472428456,319964.68409250176,2375.5047845922427,194839.66836986458,4417.873285724651,2428316.2341857776,0.06377625834462074,0.0005509905539739615,1.39142e-05,0.09837723,9.596287e-05,0.011944523,95.703125,5.8775954,789.61426,109.18225,601.64014,-3.2875006,205.5353,26.044933,55.465794,12.164371,57.679543,13.330075,45.81081,0.8743446,37.646725,12.628678,51.769768,1.2676876,37.999744,7.235199,21.567,-3.1542287,26.1864,3.8753605,16.098368,-0.3393888,17.677887,3.16744,19.749268,-0.7975753,30.123878,1.3501525,21.051237,-2.3121178,17.740902,1.4754258,17.672432,-2.39863,17.228727,2.6028292,16.55335
534,I Can See You,Charles Manson,1:20,660984.0,0.29269606,0.091944814,0.08785535,0.0027638732,1014.0193869023458,180947.1068475692,1602.1990620735812,78903.19543683638,1799.3067805661792,1340551.872526887,0.04069527316518203,0.0008326809134375527,4.9929927e-06,0.008302807,-2.1342278e-06,0.0005877517,143.5546875,-259.69437,2538.1062,150.06383,449.20526,34.30825,507.79773,54.394184,112.61375,-13.192787,123.26794,3.890394,116.034615,11.928771,82.023094,-16.344309,48.81102,-5.8352494,116.16644,-0.3051364,67.282524,-5.337705,44.667744,-4.8885217,78.55886,-7.880688,47.36277,4.9049845,33.91272,-1.6871161,37.942734,0.5728769,46.50254,-1.6916053,38.615986,-3.3099856,33.999935,-3.0771332,52.670742,-0.0054785553,41.904587
540,The Black Pirate,Charles Manson,5:09,660984.0,0.26693878,0.08840625,0.093391836,0.0015186603,1388.7988493699577,216729.53782266687,1708.0621819655967,79238.95994359902,2932.0850327991866,903970.0962428013,0.06126208789213788,0.0012645224923589155,9.007155e-07,0.0067322105,-1.1241001e-06,0.0013936835,143.5546875,-205.55891,3938.2373,137.50528,573.34515,-3.9164014,618.70734,55.906456,183.75037,-7.892374,169.89816,-1.6849389,129.11365,13.009443,103.90896,-10.719624,74.19986,-16.960335,107.33525,-1.0430506,101.758545,1.786949,93.21792,-2.3091848,75.74418,-10.6529045,51.992455,-1.1890894,54.75092,-10.628741,54.277863,-2.2600951,53.36815,-5.787701,45.38855,-1.5994925,37.829887,0.07445202,40.027966,0.13207482,50.120667
546,If You Have No One,Charles Manson,5:19,660984.0,0.28884742,0.09363066,0.085480966,0.0015385251,1267.0933322807323,237091.54037984967,1600.9518897578114,89518.10039760536,2569.0729237267624,1215375.1115391285,0.05677564932707204,0.0013162619339696945,3.285782e-06,0.0054246,-1.1968965e-05,0.0013121138,103.359375,-224.2867,4476.4106,149.19086,801.51044,-0.55005205,434.729,52.67789,233.51753,-15.647808,213.34648,-3.6490645,147.57133,18.513262,128.39134,-5.94993,81.28924,-14.183485,75.876686,-1.2737782,75.45981,-4.2605214,60.654907,5.304918,68.48705,-13.160997,58.04032,-2.4300954,65.38847,-4.571124,46.125877,-6.0532026,36.304623,0.56072855,48.12571,-3.1992173,36.69738,1.766687,36.032246,-1.5098779,39.808445
574,Caliente Queen,Clockcleaner,4:27,660984.0,0.4413679,0.07523722,0.2750854,0.0016271464,2625.493084234894,263357.4775316799,2541.5260417069,129042.7875219162,5505.477940731506,1837758.8206502118,0.1439404712916344,0.0012351866590414608,3.4598245e-06,0.034479674,-0.00021168179,0.017558089,117.45383522727273,34.437458,527.5605,84.72505,436.6629,-16.151133,175.80008,20.110907,119.41321,5.9047356,71.884056,-2.117347,50.860035,-12.100681,52.700607,2.8956501,51.942112,-6.882562,43.554768,3.7336586,42.993652,-2.078571,47.043037,0.69684416,35.752792,-7.7291746,28.302437,1.8050294,30.511492,-5.4701514,26.093483,-4.4527073,26.7317,-7.8368106,25.858746,-1.1457789,23.852268,-5.5012646,25.024282,0.61970454,26.298527
602,Disappearing,Dora Bleu,7:25,660984.0,0.23819861,0.09053926,0.0445681,0.00040731626,772.6876041728337,294004.74891321274,1258.8232920944442,307922.00517900323,1107.6256028817293,1865936.3186099061,0.03481471787858249,0.00030705900909186874,-3.238527e-08,0.0022263895,1.0626529e-06,4.714777e-05,151.99908088235293,-400.3229,3851.2278,171.73196,831.3152,25.713816,465.36105,21.74574,223.46849,20.039042,114.94597,4.4164257,61.003384,-0.8448544,100.97313,-8.3188505,138.60745,-16.787018,83.096664,-15.091733,58.590347,-14.57644,48.398907,-16.165346,84.967186,-10.849008,80.41296,-5.585834,91.48445,-10.095141,94.06917,-4.4897213,73.93158,-5.36149,38.850388,-3.6021366,67.16295,-2.4751873,78.290276,3.3670695,102.9879
615,"Immaterial, side A",EKG,8:39,661500.0,0.23414084,0.08172812,0.060300708,2.9035436e-05,398.7722558885867,36425.59054739233,818.4118717654189,179118.0118345899,469.7221596543634,81905.16355559029,0.018990059017027865,6.10824519291792e-06,3.419865e-07,0.0034484135,-3.6930555e-06,1.7104296e-05,112.34714673913044,-447.24637,3726.2253,197.8058,760.9082,84.25058,521.50494,42.29855,65.892624,15.884694,91.28045,5.6086307,44.20075,-2.2166097,26.369595,-0.11253466,42.74058,0.84550434,35.860817,-0.18679829,17.674023,-3.4946134,9.304376,-4.9951863,18.59355,-9.955568,40.490993,-11.333589,15.760939,-10.840818,28.424608,-6.2610135,23.155897,-3.1416757,7.685959,0.3914791,10.97403,-1.5834886,6.685825,-3.2128325,13.948422
620,Arabesque,Ed Askew,3:25,660984.0,0.28622767,0.08689666,0.10727513,0.0019136508,1985.8222497518873,690538.9661926408,2281.0785433344,377519.9613671916,4242.458002517428,3996186.25036733,0.07361586827072038,0.0013189485487432255,2.2192746e-06,0.010736831,1.3324558e-06,0.00081419665,135.99917763157896,-161.60648,5684.134,103.40328,1357.6823,-2.7421834,484.3602,23.887974,132.00322,5.1299047,65.17602,-0.19540289,60.7199,-6.830771,38.446335,-0.8736734,47.487614,-11.264754,52.44165,-8.521349,40.452824,-12.063764,71.22583,-4.5389338,87.9014,-7.353224,62.393574,-5.6847177,65.32759,-7.202277,63.903316,-6.996549,47.317726,-11.299347,42.418736,-8.690656,29.563408,-9.29811,36.30831,-6.5518675,44.721836
621,Blue Eyed Baby,Ed Askew,2:41,660984.0,0.29404116,0.08845906,0.1589043,0.004900126,1758.9903355947017,392216.8267016402,1904.162389765057,134026.64929381968,3371.6309161079107,1548655.0256907677,0.09193492508230054,0.0014174030336462885,2.1853433e-05,0.01949537,0.00010062775,0.004250196,103.359375,-117.21345,3186.7993,110.193985,670.8803,-23.29093,289.36914,21.871033,245.10614,-9.071066,117.726326,5.2982607,121.18192,-16.939472,91.91276,-2.818162,87.34954,-18.929995,92.842354,-5.688858,97.62417,-13.414289,90.54318,-11.593608,59.62662,-12.043353,74.16989,-8.873919,80.03919,-6.361252,90.1938,-4.144198,121.6829,-12.341104,106.76975,-10.025425,76.10921,-9.351876,60.267338,-6.8042064,63.53534
625,Climbing To The Top,Ed Askew,3:54,661500.0,0.2721182,0.09013053,0.18614055,0.006886516,1716.2634044638396,648186.0385311017,1838.3798672448902,301113.1547009134,3284.330140104973,2288879.790219299,0.08718314628482972,0.0031516292937552913,0.00035266188,0.034933925,-0.00014908175,0.0023700492,92.28515625,-123.42266,6833.1245,112.54698,1656.488,-24.58646,333.30438,18.330198,420.1275,0.1759891,175.53413,0.47313765,61.3082,-9.422779,100.03992,-10.417803,125.37335,-12.304462,84.749535,-2.0642784,110.83513,-8.625225,69.22783,-5.848973,76.25742,-8.887991,110.241936,-9.885101,96.19878,-10.954942,93.88704,-10.992799,98.00856,-8.004305,78.1571,-6.8260956,68.28203,-6.6710753,88.93424,-4.7246723,106.942505
666,Heat,Explode Into Colors,3:55,661500.0,0.37028965,0.08123075,0.1499387,0.00031372195,1666.704914732137,170435.80081517866,1729.4039329110728,55287.58110650692,3607.5115192047215,695098.5880868974,0.07925802413893189,0.0012124956467124471,0.0005807932,0.01346275,0.0012923997,0.0027445196,129.19921875,-96.77127,875.3441,144.792,480.84482,-41.91682,107.02726,58.836597,96.48955,-37.4131,116.69664,20.735102,44.532894,-17.522316,48.68255,8.564989,35.16893,-11.595975,33.716866,-6.8995705,42.20062,-11.286648,35.884476,-9.748168,30.956318,-7.1188216,25.57891,-8.650469,22.244781,-9.216027,22.352148,-9.856828,24.41502,-11.599071,23.185913,-7.844392,20.968287,-6.1370764,23.730944,-2.5896757,20.643782
